ngo_id,darpan_id,ngo_name,ngo_type,registration_no,district,state,sub_district,address,pincode,sectors,main_category,latitude,longitude,last_updated,migrated,record_id
GJNGO0018,,A ONE EDUCATION TRUST 18,Trust,,AHMEDABAD,Gujarat,Ahmedabad,"Sample Address 18, AHMEDABAD, Gujarat",382350,,social_welfare,22.756352,70.053114,,,
GJNGO0019,,AADARSH EDUCATION TRUST 19,Trust,,KHEDA,Gujarat,Vaso,"Sample Address 19, KHEDA, Gujarat",387510,,social_welfare,24.408646,73.83145,,,
GJNGO0020,,AABHAR CHARITABLE TRUST 20,Trust,,JUNAGADH,Gujarat,Junagadh City,"Sample Address 20, JUNAGADH, Gujarat",362001,,health,22.789247,70.039432,,,
GJNGO0021,,SWAMI SHRI MANOHARRANAND MANU SEVA SANGH 21,Trust,,SURAT,Gujarat,SURAT,"Sample Address 21, SURAT, Gujarat",396510,,elderly_care,20.374906,73.755744,,,
GJNGO0022,,NARMADA NAGARI ROTARY WELFARE TRUST 22,Trust,,BHARUCH,Gujarat,Bharuch,"Sample Address 22, BHARUCH, Gujarat",392001,,health,21.834233,70.698036,,,
GJNGO0023,,KAMLAMANI EDUCATION TRUST 23,Trust,,AHMEDABAD,Gujarat,Ahmedabad City,"Sample Address 23, AHMEDABAD, Gujarat",380026,,social_welfare,21.795009,72.134924,,,
GJNGO0024,,1 RUPEE FOR 1 LIFE FOUNDATION 24,Section 8 Company,,AHMEDABAD,Gujarat,Daskroi,"Sample Address 24, AHMEDABAD, Gujarat",382440,,other,21.158362,69.004783,,,
GJNGO0025,,100-NACHIKETA FOUNDATION 25,Trust,,PATAN,Gujarat,PATAN,"Sample Address 25, PATAN, Gujarat",384265,,social_welfare,23.765398,73.939302,,,
GJNGO0026,,AADHAR FOUNDATION 26,Society,,VADODARA,Gujarat,Vadodara,"Sample Address 26, VADODARA, Gujarat",390018,,health,22.520418,73.030712,,,
GJNGO0027,,AADESH FOUNDATION 27,Section 8 Company,,AHMEDABAD,Gujarat,AHMEDABAD,"Sample Address 27, AHMEDABAD, Gujarat",380051,,environment,20.850505,72.000744,,,
GJNGO0028,,A ONE EDUCATION TRUST 28,Trust,,AHMEDABAD,Gujarat,Ahmedabad,"Sample Address 28, AHMEDABAD, Gujarat",382350,,social_welfare,23.014904,71.2493,,,
GJNGO0029,,AADARSH EDUCATION TRUST 29,Trust,,KHEDA,Gujarat,Vaso,"Sample Address 29, KHEDA, Gujarat",387510,,social_welfare,22.218023,73.319833,,,
GJNGO0030,,AABHAR CHARITABLE TRUST 30,Trust,,JUNAGADH,Gujarat,Junagadh City,"Sample Address 30, JUNAGADH, Gujarat",362001,,health,20.722287,70.516841,,,
GJNGO0031,,SWAMI SHRI MANOHARRANAND MANU SEVA SANGH 31,Trust,,SURAT,Gujarat,SURAT,"Sample Address 31, SURAT, Gujarat",396510,,elderly_care,20.296973,72.669639,,,
GJNGO0032,,NARMADA NAGARI ROTARY WELFARE TRUST 32,Trust,,BHARUCH,Gujarat,Bharuch,"Sample Address 32, BHARUCH, Gujarat",392001,,health,22.856544,68.663863,,,
GJNGO0033,,KAMLAMANI EDUCATION TRUST 33,Trust,,AHMEDABAD,Gujarat,Ahmedabad City,"Sample Address 33, AHMEDABAD, Gujarat",380026,,social_welfare,21.930612,73.912636,,,
GJNGO0034,,1 RUPEE FOR 1 LIFE FOUNDATION 34,Section 8 Company,,AHMEDABAD,Gujarat,Daskroi,"Sample Address 34, AHMEDABAD, Gujarat",382440,,other,24.012397,69.39314,,,
GJNGO0035,,100-NACHIKETA FOUNDATION 35,Trust,,PATAN,Gujarat,PATAN,"Sample Address 35, PATAN, Gujarat",384265,,social_welfare,21.004891,71.772954,,,
GJNGO0036,,AADHAR FOUNDATION 36,Society,,VADODARA,Gujarat,Vadodara,"Sample Address 36, VADODARA, Gujarat",390018,,health,22.966531,71.547965,,,
GJNGO0037,,AADESH FOUNDATION 37,Section 8 Company,,AHMEDABAD,Gujarat,AHMEDABAD,"Sample Address 37, AHMEDABAD, Gujarat",380051,,environment,24.316161,69.732582,,,
GJNGO0038,,A ONE EDUCATION TRUST 38,Trust,,AHMEDABAD,Gujarat,Ahmedabad,"Sample Address 38, AHMEDABAD, Gujarat",382350,,social_welfare,21.183881,71.783451,,,
GJNGO0039,,AADARSH EDUCATION TRUST 39,Trust,,KHEDA,Gujarat,Vaso,"Sample Address 39, KHEDA, Gujarat",387510,,social_welfare,21.858128,68.253153,,,
GJNGO0040,,AABHAR CHARITABLE TRUST 40,Trust,,JUNAGADH,Gujarat,Junagadh City,"Sample Address 40, JUNAGADH, Gujarat",362001,,health,20.872241,73.63587,,,
GJNGO0041,,SWAMI SHRI MANOHARRANAND MANU SEVA SANGH 41,Trust,,SURAT,Gujarat,SURAT,"Sample Address 41, SURAT, Gujarat",396510,,elderly_care,20.849797,70.96702,,,
GJNGO0042,,NARMADA NAGARI ROTARY WELFARE TRUST 42,Trust,,BHARUCH,Gujarat,Bharuch,"Sample Address 42, BHARUCH, Gujarat",392001,,health,20.426928,71.28774,,,
GJNGO0043,,KAMLAMANI EDUCATION TRUST 43,Trust,,AHMEDABAD,Gujarat,Ahmedabad City,"Sample Address 43, AHMEDABAD, Gujarat",380026,,social_welfare,21.660218,71.785762,,,
GJNGO0044,,1 RUPEE FOR 1 LIFE FOUNDATION 44,Section 8 Company,,AHMEDABAD,Gujarat,Daskroi,"Sample Address 44, AHMEDABAD, Gujarat",382440,,other,22.513086,70.694425,,,
GJNGO0045,,100-NACHIKETA FOUNDATION 45,Trust,,PATAN,Gujarat,PATAN,"Sample Address 45, PATAN, Gujarat",384265,,social_welfare,22.593896,72.500477,,,
GJNGO0046,,AADHAR FOUNDATION 46,Society,,VADODARA,Gujarat,Vadodara,"Sample Address 46, VADODARA, Gujarat",390018,,health,23.819057,70.857991,,,
GJNGO0047,,AADESH FOUNDATION 47,Section 8 Company,,AHMEDABAD,Gujarat,AHMEDABAD,"Sample Address 47, AHMEDABAD, Gujarat",380051,,environment,23.189673,69.073612,,,
GJNGO0048,,A ONE EDUCATION TRUST 48,Trust,,AHMEDABAD,Gujarat,Ahmedabad,"Sample Address 48, AHMEDABAD, Gujarat",382350,,social_welfare,21.333174,69.221581,,,
GJNGO0049,,AADARSH EDUCATION TRUST 49,Trust,,KHEDA,Gujarat,Vaso,"Sample Address 49, KHEDA, Gujarat",387510,,social_welfare,23.807844,72.138633,,,
GJNGO0050,,AABHAR CHARITABLE TRUST 50,Trust,,JUNAGADH,Gujarat,Junagadh City,"Sample Address 50, JUNAGADH, Gujarat",362001,,health,22.066928,72.975671,,,
GJNGO0051,,SWAMI SHRI MANOHARRANAND MANU SEVA SANGH 51,Trust,,SURAT,Gujarat,SURAT,"Sample Address 51, SURAT, Gujarat",396510,,elderly_care,21.468646,72.943664,,,
GJNGO0052,,NARMADA NAGARI ROTARY WELFARE TRUST 52,Trust,,BHARUCH,Gujarat,Bharuch,"Sample Address 52, BHARUCH, Gujarat",392001,,health,22.43519,71.346783,,,
GJNGO0053,,KAMLAMANI EDUCATION TRUST 53,Trust,,AHMEDABAD,Gujarat,Ahmedabad City,"Sample Address 53, AHMEDABAD, Gujarat",380026,,social_welfare,21.831711,68.662313,,,
GJNGO0054,,1 RUPEE FOR 1 LIFE FOUNDATION 54,Section 8 Company,,AHMEDABAD,Gujarat,Daskroi,"Sample Address 54, AHMEDABAD, Gujarat",382440,,other,22.237491,73.153982,,,
GJNGO0055,,100-NACHIKETA FOUNDATION 55,Trust,,PATAN,Gujarat,PATAN,"Sample Address 55, PATAN, Gujarat",384265,,social_welfare,23.066697,71.816851,,,
GJNGO0056,,AADHAR FOUNDATION 56,Society,,VADODARA,Gujarat,Vadodara,"Sample Address 56, VADODARA, Gujarat",390018,,health,23.655766,71.867667,,,
GJNGO0057,,AADESH FOUNDATION 57,Section 8 Company,,AHMEDABAD,Gujarat,AHMEDABAD,"Sample Address 57, AHMEDABAD, Gujarat",380051,,environment,23.274102,71.251764,,,
GJNGO0058,,A ONE EDUCATION TRUST 58,Trust,,AHMEDABAD,Gujarat,Ahmedabad,"Sample Address 58, AHMEDABAD, Gujarat",382350,,social_welfare,21.69794,73.74706,,,
GJNGO0059,,AADARSH EDUCATION TRUST 59,Trust,,KHEDA,Gujarat,Vaso,"Sample Address 59, KHEDA, Gujarat",387510,,social_welfare,23.958284,69.010803,,,
GJNGO0060,,AABHAR CHARITABLE TRUST 60,Trust,,JUNAGADH,Gujarat,Junagadh City,"Sample Address 60, JUNAGADH, Gujarat",362001,,health,24.246458,71.228366,,,
GJNGO0061,,SWAMI SHRI MANOHARRANAND MANU SEVA SANGH 61,Trust,,SURAT,Gujarat,SURAT,"Sample Address 61, SURAT, Gujarat",396510,,elderly_care,21.244116,71.783499,,,
GJNGO0062,,NARMADA NAGARI ROTARY WELFARE TRUST 62,Trust,,BHARUCH,Gujarat,Bharuch,"Sample Address 62, BHARUCH, Gujarat",392001,,health,22.080086,73.13844,,,
GJNGO0063,,KAMLAMANI EDUCATION TRUST 63,Trust,,AHMEDABAD,Gujarat,Ahmedabad City,"Sample Address 63, AHMEDABAD, Gujarat",380026,,social_welfare,23.939204,69.313059,,,
GJNGO0064,,1 RUPEE FOR 1 LIFE FOUNDATION 64,Section 8 Company,,AHMEDABAD,Gujarat,Daskroi,"Sample Address 64, AHMEDABAD, Gujarat",382440,,other,22.995055,69.203804,,,
GJNGO0065,,100-NACHIKETA FOUNDATION 65,Trust,,PATAN,Gujarat,PATAN,"Sample Address 65, PATAN, Gujarat",384265,,social_welfare,20.544988,68.858561,,,
GJNGO0066,,AADHAR FOUNDATION 66,Society,,VADODARA,Gujarat,Vadodara,"Sample Address 66, VADODARA, Gujarat",390018,,health,22.79928,68.835241,,,
GJNGO0067,,AADESH FOUNDATION 67,Section 8 Company,,AHMEDABAD,Gujarat,AHMEDABAD,"Sample Address 67, AHMEDABAD, Gujarat",380051,,environment,22.269108,68.450131,,,
GJNGO0068,,A ONE EDUCATION TRUST 68,Trust,,AHMEDABAD,Gujarat,Ahmedabad,"Sample Address 68, AHMEDABAD, Gujarat",382350,,social_welfare,21.743602,68.16439,,,
GJNGO0069,,AADARSH EDUCATION TRUST 69,Trust,,KHEDA,Gujarat,Vaso,"Sample Address 69, KHEDA, Gujarat",387510,,social_welfare,23.155509,73.670194,,,
GJNGO0070,,AABHAR CHARITABLE TRUST 70,Trust,,JUNAGADH,Gujarat,Junagadh City,"Sample Address 70, JUNAGADH, Gujarat",362001,,health,20.328357,70.435849,,,
GJNGO0071,,SWAMI SHRI MANOHARRANAND MANU SEVA SANGH 71,Trust,,SURAT,Gujarat,SURAT,"Sample Address 71, SURAT, Gujarat",396510,,elderly_care,22.558133,71.560133,,,
GJNGO0072,,NARMADA NAGARI ROTARY WELFARE TRUST 72,Trust,,BHARUCH,Gujarat,Bharuch,"Sample Address 72, BHARUCH, Gujarat",392001,,health,24.346949,71.429924,,,
GJNGO0073,,KAMLAMANI EDUCATION TRUST 73,Trust,,AHMEDABAD,Gujarat,Ahmedabad City,"Sample Address 73, AHMEDABAD, Gujarat",380026,,social_welfare,24.417,71.012319,,,
GJNGO0074,,1 RUPEE FOR 1 LIFE FOUNDATION 74,Section 8 Company,,AHMEDABAD,Gujarat,Daskroi,"Sample Address 74, AHMEDABAD, Gujarat",382440,,other,22.618244,73.211345,,,
GJNGO0075,,100-NACHIKETA FOUNDATION 75,Trust,,PATAN,Gujarat,PATAN,"Sample Address 75, PATAN, Gujarat",384265,,social_welfare,20.286454,68.415722,,,
GJNGO0076,,AADHAR FOUNDATION 76,Society,,VADODARA,Gujarat,Vadodara,"Sample Address 76, VADODARA, Gujarat",390018,,health,21.848112,73.864134,,,
GJNGO0077,,AADESH FOUNDATION 77,Section 8 Company,,AHMEDABAD,Gujarat,AHMEDABAD,"Sample Address 77, AHMEDABAD, Gujarat",380051,,environment,20.125732,68.922924,,,
GJNGO0078,,A ONE EDUCATION TRUST 78,Trust,,AHMEDABAD,Gujarat,Ahmedabad,"Sample Address 78, AHMEDABAD, Gujarat",382350,,social_welfare,22.499167,69.123299,,,
GJNGO0079,,AADARSH EDUCATION TRUST 79,Trust,,KHEDA,Gujarat,Vaso,"Sample Address 79, KHEDA, Gujarat",387510,,social_welfare,22.262754,69.69165,,,
GJNGO0080,,AABHAR CHARITABLE TRUST 80,Trust,,JUNAGADH,Gujarat,Junagadh City,"Sample Address 80, JUNAGADH, Gujarat",362001,,health,20.358302,69.514997,,,
GJNGO0081,,SWAMI SHRI MANOHARRANAND MANU SEVA SANGH 81,Trust,,SURAT,Gujarat,SURAT,"Sample Address 81, SURAT, Gujarat",396510,,elderly_care,22.93955,73.738474,,,
GJNGO0082,,NARMADA NAGARI ROTARY WELFARE TRUST 82,Trust,,BHARUCH,Gujarat,Bharuch,"Sample Address 82, BHARUCH, Gujarat",392001,,health,23.695101,73.495305,,,
GJNGO0083,,KAMLAMANI EDUCATION TRUST 83,Trust,,AHMEDABAD,Gujarat,Ahmedabad City,"Sample Address 83, AHMEDABAD, Gujarat",380026,,social_welfare,24.274529,73.163223,,,
GJNGO0084,,1 RUPEE FOR 1 LIFE FOUNDATION 84,Section 8 Company,,AHMEDABAD,Gujarat,Daskroi,"Sample Address 84, AHMEDABAD, Gujarat",382440,,other,24.348363,72.840366,,,
GJNGO0085,,100-NACHIKETA FOUNDATION 85,Trust,,PATAN,Gujarat,PATAN,"Sample Address 85, PATAN, Gujarat",384265,,social_welfare,20.93372,69.514583,,,
GJNGO0086,,AADHAR FOUNDATION 86,Society,,VADODARA,Gujarat,Vadodara,"Sample Address 86, VADODARA, Gujarat",390018,,health,23.082256,69.547012,,,
GJNGO0087,,AADESH FOUNDATION 87,Section 8 Company,,AHMEDABAD,Gujarat,AHMEDABAD,"Sample Address 87, AHMEDABAD, Gujarat",380051,,environment,20.866046,69.826698,,,
GJNGO0088,,A ONE EDUCATION TRUST 88,Trust,,AHMEDABAD,Gujarat,Ahmedabad,"Sample Address 88, AHMEDABAD, Gujarat",382350,,social_welfare,23.281715,71.952055,,,
GJNGO0089,,AADARSH EDUCATION TRUST 89,Trust,,KHEDA,Gujarat,Vaso,"Sample Address 89, KHEDA, Gujarat",387510,,social_welfare,21.886539,72.607604,,,
GJNGO0090,,AABHAR CHARITABLE TRUST 90,Trust,,JUNAGADH,Gujarat,Junagadh City,"Sample Address 90, JUNAGADH, Gujarat",362001,,health,23.445521,73.705905,,,
GJNGO0091,,SWAMI SHRI MANOHARRANAND MANU SEVA SANGH 91,Trust,,SURAT,Gujarat,SURAT,"Sample Address 91, SURAT, Gujarat",396510,,elderly_care,23.816789,69.831419,,,
GJNGO0092,,NARMADA NAGARI ROTARY WELFARE TRUST 92,Trust,,BHARUCH,Gujarat,Bharuch,"Sample Address 92, BHARUCH, Gujarat",392001,,health,21.14533,73.067315,,,
GJNGO0093,,KAMLAMANI EDUCATION TRUST 93,Trust,,AHMEDABAD,Gujarat,Ahmedabad City,"Sample Address 93, AHMEDABAD, Gujarat",380026,,social_welfare,22.472096,70.981631,,,
GJNGO0094,,1 RUPEE FOR 1 LIFE FOUNDATION 94,Section 8 Company,,AHMEDABAD,Gujarat,Daskroi,"Sample Address 94, AHMEDABAD, Gujarat",382440,,other,22.715921,71.910245,,,
GJNGO0095,,100-NACHIKETA FOUNDATION 95,Trust,,PATAN,Gujarat,PATAN,"Sample Address 95, PATAN, Gujarat",384265,,social_welfare,21.556832,71.725977,,,
GJNGO0096,,AADHAR FOUNDATION 96,Society,,VADODARA,Gujarat,Vadodara,"Sample Address 96, VADODARA, Gujarat",390018,,health,20.450986,71.292953,,,
GJNGO0097,,AADESH FOUNDATION 97,Section 8 Company,,AHMEDABAD,Gujarat,AHMEDABAD,"Sample Address 97, AHMEDABAD, Gujarat",380051,,environment,20.456257,69.299756,,,
GJNGO0098,,A ONE EDUCATION TRUST 98,Trust,,AHMEDABAD,Gujarat,Ahmedabad,"Sample Address 98, AHMEDABAD, Gujarat",382350,,social_welfare,22.120373,72.554433,,,
GJNGO0099,,AADARSH EDUCATION TRUST 99,Trust,,KHEDA,Gujarat,Vaso,"Sample Address 99, KHEDA, Gujarat",387510,,social_welfare,24.019975,73.091397,,,
GJNGO0100,,AABHAR CHARITABLE TRUST 100,Trust,,JUNAGADH,Gujarat,Junagadh City,"Sample Address 100, JUNAGADH, Gujarat",362001,,health,22.217435,70.241438,,,
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,1
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,2
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,3
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,4
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,5
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,6
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,7
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,8
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,9
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,10
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,11
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,12
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,13
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,14
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,15
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,16
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,17
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,18
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,19
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,20
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,21
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,22
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,23
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,24
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,25
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,26
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,27
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,28
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,29
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,30
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,31
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,32
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,33
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,34
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,35
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,36
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,37
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,38
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,39
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,40
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,41
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,42
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,43
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,44
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,45
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,46
,,TRILOCHANA EGALITARIANISM FOUNDATION,Section 8 Company,,GURUGRAM,Haryana,GURGAON,"PD-69, PINE DRIVE MALIBU TOWNE, GURGAON 122001,GURGAON,HARYANA",122001,"Animal Welfare, Civic Issues, Education & Literacy",,,,,,47
,,AADHAR THALASEMIA SOCIETY,Society,,HISAR,Haryana,Hisar,HOUSE NO C/32 NEW MODEL TOWN EXTN.HISAR 125001 HARYANA,125001,"Health & Family Welfare, Education & Literacy",,,,,,48
,,AAGAAZ CHARITABLE TRUST,Trust,,ROHTAK,Haryana,Rohtak,PLOT NO 139 SHOP NO 1 NEHRU COLONY ROHTAK,124001,"Education & Literacy, Health & Family Welfare",,,,,,49
,,AAKAR WELFARE SOCIETY,Society,,HISAR,Haryana,Hisar,Hisar,125001,"Animal Welfare, Education & Literacy, Health & Family Welfare",,,,,,50
,,PUNJABI SABHA INDRAPRASTHA COLONY FARIDABAD,Society,,FARIDABAD,Haryana,INDIA,322 GROUND FLOOR IP COLONY FARIDABAD HARYANA 121003,121003,"Art & Culture, Children, Education & Literacy",,,,,,51
